TF_ID	col_amp	TF_Symbol1	TF_Symbol2	Chr	Start	End	Effect	targetChr	targetStart	targetEnd	targetLen	targetID	targetID2	DistanceTSS	targetSymbol
AT1G79580	SMB_col	NAC	SMB	5	5657888	5658088	Promoter (<=1kb)	5	5658416	5659661	1246	AT5G17220	AT5G17220.1	-328	GSTF12
AT1G79580	SMB_col	NAC	SMB	2	16893066	16893266	Promoter (<=1kb)	2	16893239	16893437	199	AT2G09155	AT2G09155.1	0	NA
AT1G79580	SMB_col	NAC	SMB	4	12538414	12538614	Promoter (1-2kb)	4	12539656	12542489	2834	AT4G24160	AT4G24160.1	-1042	AT4G24160
AT1G79580	SMB_col	NAC	SMB	4	564839	565039	Promoter (<=1kb)	4	564760	566408	1649	AT4G01360	AT4G01360.1	79	BPS3
AT1G79580	SMB_col	NAC	SMB	5	22658576	22658776	Promoter (<=1kb)	5	22655998	22658084	2087	AT5G55940	AT5G55940.1	-492	EMB2731
AT1G79580	SMB_col	NAC	SMB	5	8041186	8041386	Promoter (1-2kb)	5	8042853	8044934	2082	AT5G23860	AT5G23860.1	-1467	TUB8
AT1G79580	SMB_col	NAC	SMB	5	5967131	5967331	Promoter (<=1kb)	5	5966183	5966785	603	AT5G18020	AT5G18020.1	-346	SAUR20
AT1G79580	SMB_col	NAC	SMB	1	4871174	4871374	Promoter (1-2kb)	1	4872856	4874895	2040	AT1G14260	AT1G14260.2	-1482	AT1G14260
AT1G79580	SMB_col	NAC	SMB	1	13026333	13026533	Promoter (<=1kb)	1	13026289	13027667	1379	AT1G35420	AT1G35420.3	44	AT1G35420
AT1G79580	SMB_col	NAC	SMB	2	15083074	15083274	Promoter (<=1kb)	2	15083353	15084340	988	AT2G35935	AT2G35935.1	-79	NA
AT1G79580	SMB_col	NAC	SMB	3	5238788	5238988	Promoter (<=1kb)	3	5239222	5239643	422	AT3G03115	AT3G03115.1	-234	NA
AT1G79580	SMB_col	NAC	SMB	1	20161930	20162130	Promoter (1-2kb)	1	20158589	20160864	2276	AT1G54010	AT1G54010.1	-1066	GLL23
AT1G79580	SMB_col	NAC	SMB	2	13862721	13862921	Promoter (<=1kb)	2	13859769	13862614	2846	AT2G32680	AT2G32680.1	-107	RLP23
AT1G79580	SMB_col	NAC	SMB	4	10894469	10894669	Promoter (1-2kb)	4	10896579	10899141	2563	AT4G20170	AT4G20170.1	-1910	GALS3
AT1G79580	SMB_col	NAC	SMB	4	10686388	10686588	Promoter (<=1kb)	4	10686477	10686711	235	AT4G06905	AT4G06905.1	0	NA
AT1G79580	SMB_col	NAC	SMB	1	915943	916143	Promoter (<=1kb)	1	914222	916222	2001	AT1G03670	AT1G03670.1	79	AT1G03670
AT1G79580	SMB_col	NAC	SMB	1	18077253	18077453	Promoter (<=1kb)	1	18072123	18076405	4283	AT1G48870	AT1G48870.2	-848	AT1G48870
AT1G79580	SMB_col	NAC	SMB	3	23178802	23179002	Promoter (<=1kb)	3	23176556	23178294	1739	AT3G62670	AT3G62670.1	-508	RR20
AT1G79580	SMB_col	NAC	SMB	5	26947019	26947219	Promoter (<=1kb)	5	26944028	26946377	2350	AT5G67540	AT5G67540.2	-642	AT5G67540
AT1G79580	SMB_col	NAC	SMB	1	20091525	20091725	Promoter (<=1kb)	1	20091491	20092423	933	AT1G53820	AT1G53820.1	34	ATL60
AT1G79580	SMB_col	NAC	SMB	1	29959065	29959265	Promoter (1-2kb)	1	29952873	29957201	4329	AT1G79610	AT1G79610.1	-1864	NHX6
AT1G79580	SMB_col	NAC	SMB	1	633405	633605	Promoter (1-2kb)	1	635144	636389	1246	AT1G02860	AT1G02860.3	-1539	NLA
AT1G79580	SMB_col	NAC	SMB	2	1132775	1132975	Promoter (<=1kb)	2	1133545	1133840	296	AT2G04565	AT2G04565.1	-570	NA
AT1G79580	SMB_col	NAC	SMB	1	23563409	23563609	Promoter (<=1kb)	1	23563315	23565586	2272	AT1G63530	AT1G63530.2	94	AT1G63530
AT1G79580	SMB_col	NAC	SMB	5	8801944	8802144	Promoter (<=1kb)	5	8799710	8802244	2535	AT5G25360	AT5G25360.3	100	AT5G25360
AT1G79580	SMB_col	NAC	SMB	5	8323929	8324129	Promoter (<=1kb)	5	8323895	8326705	2811	AT5G24380	AT5G24380.1	34	YSL2
AT1G79580	SMB_col	NAC	SMB	3	6664023	6664223	Promoter (<=1kb)	3	6664044	6667021	2978	AT3G19240	AT3G19240.1	0	AT3G19240
AT1G79580	SMB_col	NAC	SMB	4	7272601	7272801	Promoter (1-2kb)	4	7274743	7275123	381	AT4G05975	AT4G05975.1	-1942	NA
AT1G79580	SMB_col	NAC	SMB	2	10236616	10236816	Promoter (1-2kb)	2	10231342	10235494	4153	AT2G24070	AT2G24070.3	-1122	QWRF4
AT1G79580	SMB_col	NAC	SMB	3	14724053	14724253	Promoter (<=1kb)	3	14723982	14724237	256	AT3G06425	AT3G06425.1	0	NA
AT1G79580	SMB_col	NAC	SMB	1	17684256	17684456	Promoter (<=1kb)	1	17682254	17683719	1466	AT1G47960	AT1G47960.2	-537	C/VIF1
AT1G79580	SMB_col	NAC	SMB	1	25691277	25691477	Promoter (1-2kb)	1	25693449	25696250	2802	AT1G68490	AT1G68490.1	-1972	AT1G68490
AT1G79580	SMB_col	NAC	SMB	1	26061403	26061603	Promoter (<=1kb)	1	26061774	26062536	763	AT1G69320	AT1G69320.1	-171	CLE10
AT1G79580	SMB_col	NAC	SMB	3	3814228	3814428	Promoter (<=1kb)	3	3814231	3817117	2887	AT3G11980	AT3G11980.1	0	MS2
AT1G79580	SMB_col	NAC	SMB	1	4229656	4229856	Promoter (<=1kb)	1	4226239	4229211	2973	AT1G12420	AT1G12420.1	-445	ACR8
AT1G79580	SMB_col	NAC	SMB	5	22169629	22169829	Promoter (<=1kb)	5	22167636	22169605	1970	AT5G54570	AT5G54570.2	-24	BGLU41
AT1G79580	SMB_col	NAC	SMB	3	9551817	9552017	Promoter (<=1kb)	3	9551812	9553602	1791	AT3G26125	AT3G26125.1	5	CYP86C2
AT1G79580	SMB_col	NAC	SMB	4	8710502	8710702	Promoter (<=1kb)	4	8711480	8711717	238	AT4G06300	AT4G06300.1	-778	NA
AT1G79580	SMB_col	NAC	SMB	1	30305072	30305272	Promoter (<=1kb)	1	30305022	30307453	2432	AT1G80620	AT1G80620.1	50	AT1G80620
AT1G79580	SMB_col	NAC	SMB	1	5782891	5783091	Promoter (<=1kb)	1	5779008	5782433	3426	AT1G16900	AT1G16900.1	-458	EBS3
AT1G79580	SMB_col	NAC	SMB	2	14287747	14287947	Promoter (<=1kb)	2	14288323	14289313	991	AT2G33775	AT2G33775.1	-376	RALFL19
AT1G79580	SMB_col	NAC	SMB	1	576065	576265	Promoter (<=1kb)	1	576267	579373	3107	AT1G02670	AT1G02670.4	-2	AT1G02670
AT1G79580	SMB_col	NAC	SMB	4	7539449	7539649	Promoter (<=1kb)	4	7538934	7539244	311	AT4G05990	AT4G05990.1	-205	NA
AT1G79580	SMB_col	NAC	SMB	2	1935346	1935546	Promoter (<=1kb)	2	1935540	1937464	1925	AT2G05320	AT2G05320.1	0	GNT-II
AT1G79580	SMB_col	NAC	SMB	1	3348837	3349037	Promoter (<=1kb)	1	3349082	3351180	2099	AT1G10210	AT1G10210.1	-45	MPK1
AT1G79580	SMB_col	NAC	SMB	3	22196915	22197115	Promoter (<=1kb)	3	22196822	22197104	283	AT3G09355	AT3G09355.1	0	NA
AT1G79580	SMB_col	NAC	SMB	3	10384967	10385167	Promoter (1-2kb)	3	10380230	10383249	3020	AT3G27960	AT3G27960.2	-1718	KLCR2
AT1G79580	SMB_col	NAC	SMB	5	25273861	25274061	Promoter (<=1kb)	5	25273909	25274156	248	AT5G09100	AT5G09100.1	95	NA
AT1G79580	SMB_col	NAC	SMB	1	22117624	22117824	Promoter (<=1kb)	1	22113671	22117018	3348	AT1G60030	AT1G60030.1	-606	NAT7
AT1G79580	SMB_col	NAC	SMB	2	18285138	18285338	Promoter (<=1kb)	2	18286321	18288576	2256	AT2G44230	AT2G44230.1	-983	AT2G44230
AT1G79580	SMB_col	NAC	SMB	2	10792031	10792231	Promoter (<=1kb)	2	10788946	10791331	2386	AT2G25330	AT2G25330.1	-700	AT2G25330
AT1G79580	SMB_col	NAC	SMB	5	21909415	21909615	Promoter (<=1kb)	5	21909305	21909624	320	AT5G08085	AT5G08085.1	9	NA
AT1G79580	SMB_col	NAC	SMB	4	8583896	8584096	Promoter (<=1kb)	4	8581373	8584122	2750	AT4G15040	AT4G15040.2	26	AT4G15040
AT1G79580	SMB_col	NAC	SMB	4	17335886	17336086	Promoter (<=1kb)	4	17336123	17338484	2362	AT4G36790	AT4G36790.1	-37	AT4G36790
AT1G79580	SMB_col	NAC	SMB	4	12349835	12350035	Promoter (<=1kb)	4	12349926	12351624	1699	AT4G23710	AT4G23710.1	0	VAG2
AT1G79580	SMB_col	NAC	SMB	1	8342765	8342965	Promoter (<=1kb)	1	8341449	8342766	1318	AT1G23510	AT1G23510.3	0	AT1G23510
AT1G79580	SMB_col	NAC	SMB	5	24190270	24190470	Promoter (<=1kb)	5	24188483	24189765	1283	AT5G60060	AT5G60060.1	-505	ATFDA20
AT1G79580	SMB_col	NAC	SMB	3	19242028	19242228	Promoter (1-2kb)	3	19243902	19246936	3035	AT3G51870	AT3G51870.1	-1674	AT3G51870
AT1G79580	SMB_col	NAC	SMB	5	23099672	23099872	Promoter (<=1kb)	5	23100516	23105228	4713	AT5G57090	AT5G57090.1	-644	EIR1
AT1G79580	SMB_col	NAC	SMB	1	24209193	24209393	Promoter (<=1kb)	1	24209613	24211116	1504	AT1G65170	AT1G65170.1	-220	AT1G65170
AT1G79580	SMB_col	NAC	SMB	1	18341678	18341878	Promoter (<=1kb)	1	18342451	18344452	2002	AT1G49560	AT1G49560.1	-573	HHO6
AT1G79580	SMB_col	NAC	SMB	5	18082040	18082240	Promoter (1-2kb)	5	18075562	18080160	4599	AT5G44790	AT5G44790.1	-1880	RAN1
AT1G79580	SMB_col	NAC	SMB	1	11356027	11356227	Promoter (<=1kb)	1	11356076	11357136	1061	AT1G31720	AT1G31720.2	0	MWL1
AT1G79580	SMB_col	NAC	SMB	1	23143787	23143987	Promoter (<=1kb)	1	23144385	23145531	1147	AT1G62520	AT1G62520.1	-398	AT1G62520
AT1G79580	SMB_col	NAC	SMB	3	2921458	2921658	Promoter (<=1kb)	3	2921804	2923258	1455	AT3G09510	AT3G09510.1	-146	AT3G09510
AT1G79580	SMB_col	NAC	SMB	3	3557551	3557751	Promoter (<=1kb)	3	3558495	3560078	1584	AT3G11350	AT3G11350.1	-744	AT3G11350
AT1G79580	SMB_col	NAC	SMB	3	22726985	22727185	Promoter (<=1kb)	3	22722710	22726434	3725	AT3G61415	AT3G61415.1	-551	SK21
AT1G79580	SMB_col	NAC	SMB	3	4731218	4731418	Promoter (1-2kb)	3	4732828	4734609	1782	AT3G14220	AT3G14220.1	-1410	AT3G14220
AT1G79580	SMB_col	NAC	SMB	4	16381477	16381677	Promoter (<=1kb)	4	16380077	16381449	1373	AT4G34215	AT4G34215.1	-28	AT4G34215
AT1G79580	SMB_col	NAC	SMB	3	8750745	8750945	Promoter (<=1kb)	3	8751134	8751580	447	AT3G04635	AT3G04635.1	-189	NA
AT1G79580	SMB_col	NAC	SMB	1	18700956	18701156	Promoter (<=1kb)	1	18700000	18700444	445	AT1G50470	AT1G50470.1	-512	AT1G50470
AT1G79580	SMB_col	NAC	SMB	3	10716900	10717100	Promoter (1-2kb)	3	10718320	10718787	468	AT3G28590	AT3G28590.1	-1220	AT3G28590
AT1G79580	SMB_col	NAC	SMB	5	14690283	14690483	Promoter (<=1kb)	5	14690436	14692851	2416	AT5G37140	AT5G37140.1	0	AT5G37140
AT1G79580	SMB_col	NAC	SMB	5	17706834	17707034	Promoter (1-2kb)	5	17704843	17705793	951	AT5G44005	AT5G44005.1	-1041	AT5G44005
AT1G79580	SMB_col	NAC	SMB	2	14375384	14375584	Promoter (1-2kb)	2	14371075	14373901	2827	AT2G34020	AT2G34020.2	-1483	AT2G34020
AT1G79580	SMB_col	NAC	SMB	2	6671122	6671322	Promoter (<=1kb)	2	6669654	6670381	728	AT2G15325	AT2G15325.1	-741	AT2G15325
AT1G79580	SMB_col	NAC	SMB	5	9121075	9121275	Promoter (<=1kb)	5	9121015	9121313	299	AT5G04195	AT5G04195.1	38	NA
AT1G79580	SMB_col	NAC	SMB	2	7274395	7274595	Promoter (1-2kb)	2	7275657	7277285	1629	AT2G16760	AT2G16760.1	-1062	AT2G16760
AT1G79580	SMB_col	NAC	SMB	4	10795635	10795835	Promoter (<=1kb)	4	10794011	10794811	801	AT4G19905	AT4G19905.1	-824	LCR38
AT1G79580	SMB_col	NAC	SMB	2	18848590	18848790	Promoter (<=1kb)	2	18846944	18847835	892	AT2G45760	AT2G45760.1	-755	BAP2
AT1G79580	SMB_col	NAC	SMB	3	3948713	3948913	Promoter (<=1kb)	3	3948014	3949003	990	AT3G12420	AT3G12420.1	90	AT3G12420
AT1G79580	SMB_col	NAC	SMB	2	8533543	8533743	Promoter (<=1kb)	2	8530865	8533779	2915	AT2G19800	AT2G19800.1	36	MIOX2
AT1G79580	SMB_col	NAC	SMB	4	9411592	9411792	Promoter (<=1kb)	4	9411823	9414196	2374	AT4G16745	AT4G16745.1	-31	AT4G16745
AT1G79580	SMB_col	NAC	SMB	3	11269989	11270189	Promoter (<=1kb)	3	11267007	11269356	2350	AT3G29360	AT3G29360.1	-633	UGD2
AT1G79580	SMB_col	NAC	SMB	2	7965143	7965343	Promoter (<=1kb)	2	7965635	7969108	3474	AT2G18330	AT2G18330.1	-292	AT2G18330
AT1G79580	SMB_col	NAC	SMB	4	2240758	2240958	Promoter (1-2kb)	4	2242072	2244930	2859	AT4G04510	AT4G04510.2	-1114	RECEPTOR-LIKE PROTEIN KINASE
AT1G79580	SMB_col	NAC	SMB	5	3532160	3532360	Promoter (<=1kb)	5	3532402	3535221	2820	AT5G11100	AT5G11100.1	-42	SYTD
AT1G79580	SMB_col	NAC	SMB	2	16198540	16198740	Promoter (<=1kb)	2	16196265	16198577	2313	AT2G38750	AT2G38750.1	0	ANNAT4
AT1G79580	SMB_col	NAC	SMB	1	1721199	1721399	Promoter (<=1kb)	1	1721509	1724734	3226	AT1G05750	AT1G05750.1	-110	PDE247
AT1G79580	SMB_col	NAC	SMB	4	16788281	16788481	Promoter (<=1kb)	4	16787280	16788283	1004	AT4G35280	AT4G35280.1	0	DAZ2
AT1G79580	SMB_col	NAC	SMB	1	25221165	25221365	Promoter (1-2kb)	1	25219756	25219954	199	AT1G08933	AT1G08933.1	-1211	NA
AT1G79580	SMB_col	NAC	SMB	1	5079584	5079784	Promoter (1-2kb)	1	5075179	5077981	2803	AT1G14740	AT1G14740.1	-1603	TTA1
AT1G79580	SMB_col	NAC	SMB	2	9744566	9744766	Promoter (1-2kb)	2	9742224	9743467	1244	AT2G22890	AT2G22890.1	-1099	AT2G22890
AT1G79580	SMB_col	NAC	SMB	5	3481882	3482082	Promoter (1-2kb)	5	3478672	3480621	1950	AT5G11000	AT5G11000.1	-1261	AT5G11000
AT1G79580	SMB_col	NAC	SMB	1	2348562	2348762	Promoter (<=1kb)	1	2348027	2348447	421	AT1G04607	AT1G04607.1	-115	NA
AT1G79580	SMB_col	NAC	SMB	4	9359354	9359554	Promoter (<=1kb)	4	9357946	9359471	1526	AT4G16620	AT4G16620.4	0	UMAMIT8
AT1G79580	SMB_col	NAC	SMB	4	365755	365955	Promoter (<=1kb)	4	366716	367231	516	AT4G00883	AT4G00883.1	-761	NA
AT1G79580	SMB_col	NAC	SMB	3	17723940	17724140	Promoter (<=1kb)	3	17721137	17724140	3004	AT3G48010	AT3G48010.1	0	CNGC16
AT1G79580	SMB_col	NAC	SMB	3	18486683	18486883	Promoter (<=1kb)	3	18487130	18488381	1252	AT3G49845	AT3G49845.1	-247	WIH3
AT1G79580	SMB_col	NAC	SMB	1	21682950	21683150	Promoter (1-2kb)	1	21684263	21688359	4097	AT1G58370	AT1G58370.2	-1113	RXF12
AT1G79580	SMB_col	NAC	SMB	2	12053108	12053308	Promoter (<=1kb)	2	12053542	12054538	997	AT2G28270	AT2G28270.1	-234	AT2G28270
AT1G79580	SMB_col	NAC	SMB	3	5646429	5646629	Promoter (<=1kb)	3	5646907	5647146	240	AT3G03345	AT3G03345.1	-278	NA
AT1G79580	SMB_col	NAC	SMB	1	27584644	27584844	Promoter (1-2kb)	1	27578421	27582685	4265	AT1G73360	AT1G73360.1	-1959	HDG11
AT1G79580	SMB_col	NAC	SMB	1	9131989	9132189	Promoter (<=1kb)	1	9130013	9131779	1767	AT1G26390	AT1G26390.1	-210	ATBBE4
AT1G79580	SMB_col	NAC	SMB	5	1770917	1771117	Promoter (1-2kb)	5	1772415	1774187	1773	AT5G05890	AT5G05890.1	-1298	UGT76C5
AT1G79580	SMB_col	NAC	SMB	5	6285840	6286040	Promoter (<=1kb)	5	6286732	6287629	898	AT5G18850	AT5G18850.1	-692	AT5G18850
AT1G79580	SMB_col	NAC	SMB	5	21907278	21907478	Promoter (<=1kb)	5	21907638	21908666	1029	AT5G53960	AT5G53960.1	-160	AT5G53960
AT1G79580	SMB_col	NAC	SMB	5	930733	930933	Promoter (<=1kb)	5	931762	937702	5941	AT5G03650	AT5G03650.1	-829	SBE2.2
AT1G79580	SMB_col	NAC	SMB	3	7601167	7601367	Promoter (<=1kb)	3	7599782	7600920	1139	AT3G21570	AT3G21570.1	-247	AT3G21570
AT1G79580	SMB_col	NAC	SMB	3	21407440	21407640	Promoter (<=1kb)	3	21405283	21407624	2342	AT3G57790	AT3G57790.1	0	AT3G57790
AT1G79580	SMB_col	NAC	SMB	1	27572771	27572971	Promoter (<=1kb)	1	27573114	27575273	2160	AT1G73340	AT1G73340.1	-143	ADTO1
AT1G79580	SMB_col	NAC	SMB	5	5742619	5742819	Promoter (<=1kb)	5	5741947	5742246	300	AT5G02715	AT5G02715.1	-373	NA
AT1G79580	SMB_col	NAC	SMB	4	854361	854561	Promoter (1-2kb)	4	850914	853329	2416	AT4G01960	AT4G01960.2	-1032	AT4G01960
AT1G79580	SMB_col	NAC	SMB	5	3508649	3508849	Promoter (<=1kb)	5	3509833	3513741	3909	AT5G11060	AT5G11060.1	-984	KNAT4
AT1G79580	SMB_col	NAC	SMB	1	11000179	11000379	Promoter (<=1kb)	1	11000862	11003226	2365	AT1G30910	AT1G30910.1	-483	AT1G30910
AT1G79580	SMB_col	NAC	SMB	3	17721643	17721843	Promoter (1-2kb)	3	17716864	17720169	3306	AT3G48000	AT3G48000.1	-1474	ALDH2B4
AT1G79580	SMB_col	NAC	SMB	1	19204473	19204673	Promoter (<=1kb)	1	19204512	19206586	2075	AT1G51780	AT1G51780.1	0	ILR
AT1G79580	SMB_col	NAC	SMB	3	6081421	6081621	Promoter (<=1kb)	3	6078812	6081355	2544	AT3G17760	AT3G17760.2	-66	GAD5
AT1G79580	SMB_col	NAC	SMB	1	25872283	25872483	Promoter (1-2kb)	1	25869876	25870420	545	AT1G68825	AT1G68825.2	-1863	RTFL15
AT1G79580	SMB_col	NAC	SMB	1	5669410	5669610	Promoter (<=1kb)	1	5668441	5668939	499	AT1G05243	AT1G05243.1	-471	NA
AT1G79580	SMB_col	NAC	SMB	4	16788091	16788291	Promoter (<=1kb)	4	16787280	16788283	1004	AT4G35280	AT4G35280.1	0	DAZ2
